"train/timestep","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_0_to_1000_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - _step__MAX","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MIN","GAIL_TRPO_training_neg_inf_to_0_HalfCheetah-v4_5678 - train/reward__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_6000_to_7000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_5000_to_6000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_3000_to_5000_HalfCheetah-v4_4567 - train/reward__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - _step__MAX","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MIN","GAIL_TRPO_training_1000_to_3000_HalfCheetah-v4_4567 - train/reward__MAX"
"600000","30","30","30","64.2732562","64.2732562","64.2732562","30","30","30","-358.8235028","-358.8235028","-358.8235028","30","30","30","-309.22137000000004","-309.22137000000004","-309.22137000000004","30","30","30","-140.35171680000002","-140.35171680000002","-140.35171680000002","30","30","30","-354.4564064","-354.4564064","-354.4564064","30","30","30","-259.5986388","-259.5986388","-259.5986388","30","30","30","-135.967841","-135.967841","-135.967841","30","30","30","-268.5239338","-268.5239338","-268.5239338","30","30","30","-367.8935052","-367.8935052","-367.8935052","30","30","30","-422.3094994","-422.3094994","-422.3094994"
"620000","31","31","31","54.4845078","54.4845078","54.4845078","31","31","31","-455.80740860000003","-455.80740860000003","-455.80740860000003","31","31","31","-323.5038222","-323.5038222","-323.5038222","31","31","31","-214.3718218","-214.3718218","-214.3718218","31","31","31","-402.1375436","-402.1375436","-402.1375436","31","31","31","-230.69077940000003","-230.69077940000003","-230.69077940000003","31","31","31","159.57184379999998","159.57184379999998","159.57184379999998","31","31","31","-297.20165080000004","-297.20165080000004","-297.20165080000004","31","31","31","-349.0424636","-349.0424636","-349.0424636","31","31","31","-99.6604172","-99.6604172","-99.6604172"
"640000","32","32","32","65.76306939999999","65.76306939999999","65.76306939999999","32","32","32","-433.69058359999997","-433.69058359999997","-433.69058359999997","32","32","32","-262.231545","-262.231545","-262.231545","32","32","32","-262.73112860000003","-262.73112860000003","-262.73112860000003","32","32","32","-423.2131386","-423.2131386","-423.2131386","32","32","32","-270.07155339999997","-270.07155339999997","-270.07155339999997","32","32","32","-424.8153254","-424.8153254","-424.8153254","32","32","32","-271.7860516","-271.7860516","-271.7860516","32","32","32","-372.7140734","-372.7140734","-372.7140734","32","32","32","-326.3400074","-326.3400074","-326.3400074"
"660000","33","33","33","97.5716042","97.5716042","97.5716042","33","33","33","-452.63355900000005","-452.63355900000005","-452.63355900000005","33","33","33","-259.4010244","-259.4010244","-259.4010244","33","33","33","-275.2391354","-275.2391354","-275.2391354","33","33","33","-416.043171","-416.043171","-416.043171","33","33","33","-278.02441980000003","-278.02441980000003","-278.02441980000003","33","33","33","-351.2547688","-351.2547688","-351.2547688","33","33","33","-224.9688232","-224.9688232","-224.9688232","33","33","33","-374.9406086","-374.9406086","-374.9406086","33","33","33","-357.71576020000003","-357.71576020000003","-357.71576020000003"
"680000","34","34","34","175.3283536","175.3283536","175.3283536","34","34","34","-410.246658","-410.246658","-410.246658","34","34","34","-354.66706600000003","-354.66706600000003","-354.66706600000003","34","34","34","-262.3904672","-262.3904672","-262.3904672","34","34","34","-410.5702446","-410.5702446","-410.5702446","34","34","34","-270.6538472","-270.6538472","-270.6538472","34","34","34","283.7905052","283.7905052","283.7905052","34","34","34","-179.9097588","-179.9097588","-179.9097588","34","34","34","-387.57124919999995","-387.57124919999995","-387.57124919999995","34","34","34","-497.07495040000003","-497.07495040000003","-497.07495040000003"
"700000","35","35","35","109.82827660000001","109.82827660000001","109.82827660000001","35","35","35","-475.28489840000003","-475.28489840000003","-475.28489840000003","35","35","35","-367.1941652","-367.1941652","-367.1941652","35","35","35","-237.42781720000002","-237.42781720000002","-237.42781720000002","35","35","35","-427.65235240000004","-427.65235240000004","-427.65235240000004","35","35","35","-263.229125","-263.229125","-263.229125","35","35","35","-37.29981840000001","-37.29981840000001","-37.29981840000001","35","35","35","-157.4554958","-157.4554958","-157.4554958","35","35","35","-385.22796719999997","-385.22796719999997","-385.22796719999997","35","35","35","-523.2164242","-523.2164242","-523.2164242"
"720000","36","36","36","108.90779400000001","108.90779400000001","108.90779400000001","36","36","36","-311.86431980000003","-311.86431980000003","-311.86431980000003","36","36","36","-407.06916100000007","-407.06916100000007","-407.06916100000007","36","36","36","-233.30089319999996","-233.30089319999996","-233.30089319999996","36","36","36","-421.537567","-421.537567","-421.537567","36","36","36","-467.1813296","-467.1813296","-467.1813296","36","36","36","160.06838940000003","160.06838940000003","160.06838940000003","36","36","36","-73.8489658","-73.8489658","-73.8489658","36","36","36","-385.61348","-385.61348","-385.61348","36","36","36","-535.1670698","-535.1670698","-535.1670698"
"740000","37","37","37","94.67223299999999","94.67223299999999","94.67223299999999","37","37","37","-271.0354336","-271.0354336","-271.0354336","37","37","37","-405.7862686","-405.7862686","-405.7862686","37","37","37","-248.7023894","-248.7023894","-248.7023894","37","37","37","-262.2881138","-262.2881138","-262.2881138","37","37","37","-423.8972458","-423.8972458","-423.8972458","37","37","37","215.9314554","215.9314554","215.9314554","37","37","37","-90.01875299999999","-90.01875299999999","-90.01875299999999","37","37","37","-374.9854374","-374.9854374","-374.9854374","37","37","37","-517.0152796","-517.0152796","-517.0152796"
"760000","38","38","38","50.9976262","50.9976262","50.9976262","38","38","38","-224.76175240000003","-224.76175240000003","-224.76175240000003","38","38","38","-403.48323259999995","-403.48323259999995","-403.48323259999995","38","38","38","-280.06009259999996","-280.06009259999996","-280.06009259999996","38","38","38","-237.338312","-237.338312","-237.338312","38","38","38","-403.0617228","-403.0617228","-403.0617228","38","38","38","-193.75201520000002","-193.75201520000002","-193.75201520000002","38","38","38","-151.0895528","-151.0895528","-151.0895528","38","38","38","-378.1603468","-378.1603468","-378.1603468","38","38","38","-303.443979","-303.443979","-303.443979"
"780000","39","39","39","17.702383200000003","17.702383200000003","17.702383200000003","39","39","39","-210.1605122","-210.1605122","-210.1605122","39","39","39","-419.52268919999995","-419.52268919999995","-419.52268919999995","39","39","39","-286.2118272","-286.2118272","-286.2118272","39","39","39","-286.3549208","-286.3549208","-286.3549208","39","39","39","-439.99684800000006","-439.99684800000006","-439.99684800000006","39","39","39","255.19316740000005","255.19316740000005","255.19316740000005","39","39","39","-121.5777446","-121.5777446","-121.5777446","39","39","39","-410.4980018","-410.4980018","-410.4980018","39","39","39","-356.8463696","-356.8463696","-356.8463696"
"800000","40","40","40","-58.2028512","-58.2028512","-58.2028512","40","40","40","-178.0428472","-178.0428472","-178.0428472","40","40","40","-414.8309014","-414.8309014","-414.8309014","40","40","40","-288.6683606","-288.6683606","-288.6683606","40","40","40","-293.4951898","-293.4951898","-293.4951898","40","40","40","-385.3303062","-385.3303062","-385.3303062","40","40","40","-33.1653936","-33.1653936","-33.1653936","40","40","40","-191.2038708","-191.2038708","-191.2038708","40","40","40","-414.380472","-414.380472","-414.380472","40","40","40","-301.0158654","-301.0158654","-301.0158654"
"820000","41","41","41","-64.58170399999999","-64.58170399999999","-64.58170399999999","41","41","41","-159.40192340000002","-159.40192340000002","-159.40192340000002","41","41","41","-425.6646678","-425.6646678","-425.6646678","41","41","41","-312.6734944","-312.6734944","-312.6734944","41","41","41","-265.0373608","-265.0373608","-265.0373608","41","41","41","-374.5850234","-374.5850234","-374.5850234","41","41","41","84.1960374","84.1960374","84.1960374","41","41","41","-113.0795326","-113.0795326","-113.0795326","41","41","41","-374.49069199999997","-374.49069199999997","-374.49069199999997","41","41","41","-301.9885418","-301.9885418","-301.9885418"
"840000","42","42","42","-95.5685248","-95.5685248","-95.5685248","42","42","42","-168.99733080000001","-168.99733080000001","-168.99733080000001","42","42","42","-361.37416799999994","-361.37416799999994","-361.37416799999994","42","42","42","-330.929666","-330.929666","-330.929666","42","42","42","-407.9531435999999","-407.9531435999999","-407.9531435999999","42","42","42","-372.99004299999996","-372.99004299999996","-372.99004299999996","42","42","42","250.17461220000004","250.17461220000004","250.17461220000004","42","42","42","-105.43695539999999","-105.43695539999999","-105.43695539999999","42","42","42","-501.659452","-501.659452","-501.659452","42","42","42","-366.6103408","-366.6103408","-366.6103408"
"860000","43","43","43","-113.25576900000002","-113.25576900000002","-113.25576900000002","43","43","43","-308.1085948","-308.1085948","-308.1085948","43","43","43","-361.16563460000003","-361.16563460000003","-361.16563460000003","43","43","43","-319.5293842","-319.5293842","-319.5293842","43","43","43","-391.99227440000004","-391.99227440000004","-391.99227440000004","43","43","43","-346.10538840000004","-346.10538840000004","-346.10538840000004","43","43","43","-62.01843859999999","-62.01843859999999","-62.01843859999999","43","43","43","-6.451150399999998","-6.451150399999998","-6.451150399999998","43","43","43","-324.162491","-324.162491","-324.162491","43","43","43","-305.87765039999994","-305.87765039999994","-305.87765039999994"
"880000","44","44","44","-101.0206374","-101.0206374","-101.0206374","44","44","44","-359.90364000000005","-359.90364000000005","-359.90364000000005","44","44","44","-365.0224244","-365.0224244","-365.0224244","44","44","44","-309.4125308","-309.4125308","-309.4125308","44","44","44","-536.3990752","-536.3990752","-536.3990752","44","44","44","-327.3789954","-327.3789954","-327.3789954","44","44","44","595.6464258000001","595.6464258000001","595.6464258000001","44","44","44","-25.7599518","-25.7599518","-25.7599518","44","44","44","-300.3384128","-300.3384128","-300.3384128","44","44","44","-228.36806940000002","-228.36806940000002","-228.36806940000002"
"900000","45","45","45","-89.77719420000001","-89.77719420000001","-89.77719420000001","45","45","45","-383.821834","-383.821834","-383.821834","45","45","45","-433.3440592","-433.3440592","-433.3440592","45","45","45","-291.9818678","-291.9818678","-291.9818678","45","45","45","-232.0183144","-232.0183144","-232.0183144","45","45","45","-336.64134100000007","-336.64134100000007","-336.64134100000007","45","45","45","236.90446620000003","236.90446620000003","236.90446620000003","45","45","45","-48.918555000000005","-48.918555000000005","-48.918555000000005","45","45","45","-336.54753339999996","-336.54753339999996","-336.54753339999996","45","45","45","-285.56080860000003","-285.56080860000003","-285.56080860000003"
"920000","46","46","46","5.416913799999998","5.416913799999998","5.416913799999998","46","46","46","-313.53208600000005","-313.53208600000005","-313.53208600000005","46","46","46","-341.639837","-341.639837","-341.639837","46","46","46","-277.437254","-277.437254","-277.437254","46","46","46","-252.43002519999996","-252.43002519999996","-252.43002519999996","46","46","46","-396.8585832","-396.8585832","-396.8585832","46","46","46","697.8010392","697.8010392","697.8010392","46","46","46","-83.37888660000002","-83.37888660000002","-83.37888660000002","46","46","46","-339.1474556","-339.1474556","-339.1474556","46","46","46","-324.3429152","-324.3429152","-324.3429152"
"940000","47","47","47","-36.5519192","-36.5519192","-36.5519192","47","47","47","-254.74126920000003","-254.74126920000003","-254.74126920000003","47","47","47","-196.4698312","-196.4698312","-196.4698312","47","47","47","-214.15275780000002","-214.15275780000002","-214.15275780000002","47","47","47","-227.74836019999998","-227.74836019999998","-227.74836019999998","47","47","47","-437.25057200000003","-437.25057200000003","-437.25057200000003","47","47","47","298.09605899999997","298.09605899999997","298.09605899999997","47","47","47","-129.682028","-129.682028","-129.682028","47","47","47","-367.78602159999997","-367.78602159999997","-367.78602159999997","47","47","47","-324.1989548","-324.1989548","-324.1989548"
"960000","48","48","48","15.669382399999998","15.669382399999998","15.669382399999998","48","48","48","-194.8024628","-194.8024628","-194.8024628","48","48","48","-219.2057132","-219.2057132","-219.2057132","48","48","48","250.60045399999998","250.60045399999998","250.60045399999998","48","48","48","-269.4346782","-269.4346782","-269.4346782","48","48","48","-422.75190459999993","-422.75190459999993","-422.75190459999993","48","48","48","395.70649860000003","395.70649860000003","395.70649860000003","48","48","48","-21.6812446","-21.6812446","-21.6812446","48","48","48","-424.0641922","-424.0641922","-424.0641922","48","48","48","-325.56753000000003","-325.56753000000003","-325.56753000000003"
"980000","49","49","49","67.41043099999999","67.41043099999999","67.41043099999999","49","49","49","-207.34779319999998","-207.34779319999998","-207.34779319999998","49","49","49","-415.83565259999995","-415.83565259999995","-415.83565259999995","49","49","49","-217.74762220000002","-217.74762220000002","-217.74762220000002","49","49","49","-376.2276196","-376.2276196","-376.2276196","49","49","49","-408.581507","-408.581507","-408.581507","49","49","49","-199.2402168","-199.2402168","-199.2402168","49","49","49","-85.8601132","-85.8601132","-85.8601132","49","49","49","-437.91785519999996","-437.91785519999996","-437.91785519999996","49","49","49","-333.9426876","-333.9426876","-333.9426876"
"1000000","50","50","50","60.1991176","60.1991176","60.1991176","50","50","50","-165.8697874","-165.8697874","-165.8697874","50","50","50","-340.25927779999995","-340.25927779999995","-340.25927779999995","50","50","50","-194.62471639999998","-194.62471639999998","-194.62471639999998","50","50","50","-284.9332372","-284.9332372","-284.9332372","50","50","50","-397.1616568","-397.1616568","-397.1616568","50","50","50","376.8177503999999","376.8177503999999","376.8177503999999","50","50","50","-99.0838924","-99.0838924","-99.0838924","50","50","50","-426.2898046","-426.2898046","-426.2898046","50","50","50","-120.42546480000001","-120.42546480000001","-120.42546480000001"
"1020000","51","51","51","90.7844214","90.7844214","90.7844214","51","51","51","-208.71410799999998","-208.71410799999998","-208.71410799999998","51","51","51","-386.997667","-386.997667","-386.997667","51","51","51","-305.80035740000005","-305.80035740000005","-305.80035740000005","51","51","51","-426.8220302","-426.8220302","-426.8220302","51","51","51","-372.4767968","-372.4767968","-372.4767968","51","51","51","711.4926582","711.4926582","711.4926582","51","51","51","-212.20326600000004","-212.20326600000004","-212.20326600000004","51","51","51","-406.48814219999997","-406.48814219999997","-406.48814219999997","51","51","51","-337.9000188","-337.9000188","-337.9000188"
"1040000","52","52","52","46.1599","46.1599","46.1599","52","52","52","-164.818594","-164.818594","-164.818594","52","52","52","-360.43186560000004","-360.43186560000004","-360.43186560000004","52","52","52","-468.5097014","-468.5097014","-468.5097014","52","52","52","-537.4822275999999","-537.4822275999999","-537.4822275999999","52","52","52","-279.7237956","-279.7237956","-279.7237956","52","52","52","25.722683200000017","25.722683200000017","25.722683200000017","52","52","52","-140.8668052","-140.8668052","-140.8668052","52","52","52","-425.85881179999996","-425.85881179999996","-425.85881179999996","52","52","52","-346.527509","-346.527509","-346.527509"
"1060000","53","53","53","42.7016352","42.7016352","42.7016352","53","53","53","-225.5950018","-225.5950018","-225.5950018","53","53","53","-366.02521479999996","-366.02521479999996","-366.02521479999996","53","53","53","-470.54308359999993","-470.54308359999993","-470.54308359999993","53","53","53","-552.6805586","-552.6805586","-552.6805586","53","53","53","-285.1952046","-285.1952046","-285.1952046","53","53","53","124.88607340000001","124.88607340000001","124.88607340000001","53","53","53","-269.7138028","-269.7138028","-269.7138028","53","53","53","-409.865686","-409.865686","-409.865686","53","53","53","-375.26848659999996","-375.26848659999996","-375.26848659999996"
"1080000","54","54","54","103.9208404","103.9208404","103.9208404","54","54","54","-209.9569728","-209.9569728","-209.9569728","54","54","54","-432.4400616","-432.4400616","-432.4400616","54","54","54","-369.3335826","-369.3335826","-369.3335826","54","54","54","-562.0279576","-562.0279576","-562.0279576","54","54","54","-221.1476862","-221.1476862","-221.1476862","54","54","54","465.7341382000001","465.7341382000001","465.7341382000001","54","54","54","-251.1019574","-251.1019574","-251.1019574","54","54","54","-366.2811674","-366.2811674","-366.2811674","54","54","54","-389.1101642","-389.1101642","-389.1101642"
"1100000","55","55","55","107.4045412","107.4045412","107.4045412","55","55","55","-191.7455672","-191.7455672","-191.7455672","55","55","55","-409.8063336","-409.8063336","-409.8063336","55","55","55","-405.3273722","-405.3273722","-405.3273722","55","55","55","-545.4727584","-545.4727584","-545.4727584","55","55","55","-173.3617648","-173.3617648","-173.3617648","55","55","55","558.9341548","558.9341548","558.9341548","55","55","55","-108.09616880000002","-108.09616880000002","-108.09616880000002","55","55","55","-327.94485399999996","-327.94485399999996","-327.94485399999996","55","55","55","-293.52447140000004","-293.52447140000004","-293.52447140000004"
"1120000","56","56","56","76.4114652","76.4114652","76.4114652","56","56","56","-211.721623","-211.721623","-211.721623","56","56","56","-393.4644966","-393.4644966","-393.4644966","56","56","56","-275.2185868","-275.2185868","-275.2185868","56","56","56","-455.8419276000001","-455.8419276000001","-455.8419276000001","56","56","56","-171.90143700000002","-171.90143700000002","-171.90143700000002","56","56","56","130.1548774","130.1548774","130.1548774","56","56","56","-189.58017219999996","-189.58017219999996","-189.58017219999996","56","56","56","-443.71281259999995","-443.71281259999995","-443.71281259999995","56","56","56","-336.8460584","-336.8460584","-336.8460584"
"1140000","57","57","57","60.86428060000001","60.86428060000001","60.86428060000001","57","57","57","-193.4462704","-193.4462704","-193.4462704","57","57","57","-432.7366936","-432.7366936","-432.7366936","57","57","57","-192.180444","-192.180444","-192.180444","57","57","57","-427.01828340000003","-427.01828340000003","-427.01828340000003","57","57","57","-221.8191142","-221.8191142","-221.8191142","57","57","57","34.32661579999999","34.32661579999999","34.32661579999999","57","57","57","-260.751158","-260.751158","-260.751158","57","57","57","-460.790463","-460.790463","-460.790463","57","57","57","-462.7692718","-462.7692718","-462.7692718"
"1160000","58","58","58","4.6193919999999995","4.6193919999999995","4.6193919999999995","58","58","58","-198.36329499999997","-198.36329499999997","-198.36329499999997","58","58","58","-399.642931","-399.642931","-399.642931","58","58","58","-332.40413879999994","-332.40413879999994","-332.40413879999994","58","58","58","-224.86438280000002","-224.86438280000002","-224.86438280000002","58","58","58","-238.711022","-238.711022","-238.711022","58","58","58","-238.3739802","-238.3739802","-238.3739802","58","58","58","-277.8706398","-277.8706398","-277.8706398","58","58","58","-434.3081408","-434.3081408","-434.3081408","58","58","58","-638.3924728000001","-638.3924728000001","-638.3924728000001"
"1180000","59","59","59","43.4253852","43.4253852","43.4253852","59","59","59","-187.08099980000003","-187.08099980000003","-187.08099980000003","59","59","59","-338.3735864","-338.3735864","-338.3735864","59","59","59","-290.8942266","-290.8942266","-290.8942266","59","59","59","-193.78646680000003","-193.78646680000003","-193.78646680000003","59","59","59","-240.40737640000003","-240.40737640000003","-240.40737640000003","59","59","59","72.64364739999999","72.64364739999999","72.64364739999999","59","59","59","-197.26622400000002","-197.26622400000002","-197.26622400000002","59","59","59","-391.9277242","-391.9277242","-391.9277242","59","59","59","-582.2438046","-582.2438046","-582.2438046"
"1200000","60","60","60","50.0941576","50.0941576","50.0941576","60","60","60","-227.81830759999997","-227.81830759999997","-227.81830759999997","60","60","60","-337.0680702","-337.0680702","-337.0680702","60","60","60","-340.5157026","-340.5157026","-340.5157026","60","60","60","-267.0006574","-267.0006574","-267.0006574","60","60","60","-240.29833000000002","-240.29833000000002","-240.29833000000002","60","60","60","-299.3589562","-299.3589562","-299.3589562","60","60","60","-140.460829","-140.460829","-140.460829","60","60","60","-319.6606964","-319.6606964","-319.6606964","60","60","60","-554.0916936","-554.0916936","-554.0916936"
"1220000","61","61","61","-32.91700060000001","-32.91700060000001","-32.91700060000001","61","61","61","-278.40959540000006","-278.40959540000006","-278.40959540000006","61","61","61","-379.9089762","-379.9089762","-379.9089762","61","61","61","-358.1345444","-358.1345444","-358.1345444","61","61","61","-287.6395812","-287.6395812","-287.6395812","61","61","61","-245.78210640000003","-245.78210640000003","-245.78210640000003","61","61","61","-229.1395666","-229.1395666","-229.1395666","61","61","61","-167.41811959999998","-167.41811959999998","-167.41811959999998","61","61","61","-306.93116799999996","-306.93116799999996","-306.93116799999996","61","61","61","-417.7510204","-417.7510204","-417.7510204"
"1240000","62","62","62","-26.995826799999996","-26.995826799999996","-26.995826799999996","62","62","62","-301.3882412","-301.3882412","-301.3882412","62","62","62","-400.5844857999999","-400.5844857999999","-400.5844857999999","62","62","62","-356.1047434","-356.1047434","-356.1047434","62","62","62","-291.8892416","-291.8892416","-291.8892416","62","62","62","-203.28158739999998","-203.28158739999998","-203.28158739999998","62","62","62","-234.7430492","-234.7430492","-234.7430492","62","62","62","-231.03166339999999","-231.03166339999999","-231.03166339999999","62","62","62","-288.2597918","-288.2597918","-288.2597918","62","62","62","-382.9780248","-382.9780248","-382.9780248"
"1260000","63","63","63","-13.746414199999995","-13.746414199999995","-13.746414199999995","63","63","63","-363.5243742","-363.5243742","-363.5243742","63","63","63","-386.29707440000004","-386.29707440000004","-386.29707440000004","63","63","63","-326.8110252","-326.8110252","-326.8110252","63","63","63","-224.66534579999998","-224.66534579999998","-224.66534579999998","63","63","63","-244.3123138","-244.3123138","-244.3123138","63","63","63","88.0050238","88.0050238","88.0050238","63","63","63","-255.6083618","-255.6083618","-255.6083618","63","63","63","-331.9203574","-331.9203574","-331.9203574","63","63","63","-357.64847360000005","-357.64847360000005","-357.64847360000005"
"1280000","64","64","64","-56.965733000000014","-56.965733000000014","-56.965733000000014","64","64","64","-329.3069652","-329.3069652","-329.3069652","64","64","64","-373.56138780000003","-373.56138780000003","-373.56138780000003","64","64","64","-327.6656056","-327.6656056","-327.6656056","64","64","64","-306.7381186","-306.7381186","-306.7381186","64","64","64","-237.841629","-237.841629","-237.841629","64","64","64","272.96685080000003","272.96685080000003","272.96685080000003","64","64","64","-259.2745702","-259.2745702","-259.2745702","64","64","64","-386.36778280000004","-386.36778280000004","-386.36778280000004","64","64","64","-355.25322300000005","-355.25322300000005","-355.25322300000005"
"1300000","65","65","65","-395.901141","-395.901141","-395.901141","65","65","65","-298.00620599999996","-298.00620599999996","-298.00620599999996","65","65","65","-386.30762400000003","-386.30762400000003","-386.30762400000003","65","65","65","-317.8378154","-317.8378154","-317.8378154","65","65","65","-442.9964272","-442.9964272","-442.9964272","65","65","65","-245.73319080000002","-245.73319080000002","-245.73319080000002","65","65","65","382.316629","382.316629","382.316629","65","65","65","-243.58673199999998","-243.58673199999998","-243.58673199999998","65","65","65","-348.9591214","-348.9591214","-348.9591214","65","65","65","-467.603563","-467.603563","-467.603563"
"1320000","66","66","66","-77.378256","-77.378256","-77.378256","66","66","66","-304.470233","-304.470233","-304.470233","66","66","66","-389.6368792","-389.6368792","-389.6368792","66","66","66","-351.8697556","-351.8697556","-351.8697556","66","66","66","-472.76993439999995","-472.76993439999995","-472.76993439999995","66","66","66","-253.7571132","-253.7571132","-253.7571132","66","66","66","578.956332","578.956332","578.956332","66","66","66","-200.7966248","-200.7966248","-200.7966248","66","66","66","-357.90845980000006","-357.90845980000006","-357.90845980000006","66","66","66","-489.8783606","-489.8783606","-489.8783606"
"1340000","67","67","67","-229.15314919999997","-229.15314919999997","-229.15314919999997","67","67","67","-309.28360299999997","-309.28360299999997","-309.28360299999997","67","67","67","-379.98126840000003","-379.98126840000003","-379.98126840000003","67","67","67","-341.0473408","-341.0473408","-341.0473408","67","67","67","-485.6469416","-485.6469416","-485.6469416","67","67","67","-363.36569340000005","-363.36569340000005","-363.36569340000005","67","67","67","1.441853399999991","1.441853399999991","1.441853399999991","67","67","67","-262.95382060000003","-262.95382060000003","-262.95382060000003","67","67","67","-353.347428","-353.347428","-353.347428","67","67","67","-482.14833600000003","-482.14833600000003","-482.14833600000003"
"1360000","68","68","68","-363.663055","-363.663055","-363.663055","68","68","68","-250.9888232","-250.9888232","-250.9888232","68","68","68","-411.70616900000005","-411.70616900000005","-411.70616900000005","68","68","68","-336.5710272","-336.5710272","-336.5710272","68","68","68","-490.6098554","-490.6098554","-490.6098554","68","68","68","-348.054234","-348.054234","-348.054234","68","68","68","251.5004432","251.5004432","251.5004432","68","68","68","-200.9118016","-200.9118016","-200.9118016","68","68","68","-365.70943280000006","-365.70943280000006","-365.70943280000006","68","68","68","-468.63278040000006","-468.63278040000006","-468.63278040000006"
